单词,词频
"2018.
3
[52]",1
"2018.
3
[4]",1
"2018.
3
[3]",1
"2018.
3
[35]",1
"2018.
3
[24]",1
"2018.
3

[18]",1
"2018.
2
[25]",1
"2018.
2
[21]",1
"2018.
2
[11]",1
"2018.
2

[33]",1
"2018.
1
[73]",1
"2018.
1

[26]",1
"2018.

and",1
"2018.

[9]",1
"2018.

[84]",1
"2018.

[78]",1
"2018.

[71]",1
"2018.

[6]",1
"2018.

[66]",1
"2018.

[60]",1
"2018.

[56]",1
"2018.

[55]",1
"2018.

[4]",1
"2018.

[48]",1
"2018.

[46]",1
"2018.

[42]",1
"2018.

[40]",1
"2018.

[3]",1
"2018.

[35]",1
"2018.

[27]",1
"2018.

[26]",1
"2018.

[24]",1
"2018.

[23]",1
"2018.

[19]",1
"2018.

[18]",1
"2018.

[17]",1
"2018.

[16]",1
"2018.

[13]",1
"2018.

[12]",1
"2018.

Noiseprint:
a
arXiv",1
"2018.

8854

[59]",1
"2018.

8629

Convolutional",1
"2018.

810860

[6]",1
"2018.

6637

Association",1
"2018.

6630

Room-to-Room",1
"2018.

183

[39]",1
"2018.

11115

[75]",1
2018-11-16.,1
"2018),",1
"2018(7):1–
9,",1
"2018
validation",1
"2018
International",1
"2017–2025,",1
"2017b
code",1
"2017.
ii
[5]",1
"2017.
[70]",1
"2017.
[61]",1
"2017.
[56]",1
"2017.
[55]",1
"2017.
[52]",1
"2017.
[46]",1
"2017.
[45]",1
"2017.
[30]",1
"2017.
[22]",1
"2017.
[12]",1
"2017.
[11]",1
"2017.
[10]",1
"2017.
4

[23]",1
"2017.
4

[18]",1
"2017.
3
[50]",1
"2017.
3
[48]",1
"2017.
3
[34]",1
"2017.
3
[32]",1
"2017.
3
[22]",1
"2017.
2,",1
"2017.
2
[44]",1
"2017.
2
[33]",1
"2017.
2
[23]",1
"2017.
2
[16]",1
"2017.
2

[4]",1
"2017.
2

[11]",1
"2017.
2

2436

Image",1
"2017.

mization.",1
"2017.

[7]",1
"2017.

[73]",1
"2017.

[72]",1
"2017.

[6]",1
"2017.

[64]",1
"2017.

[62]",1
"2017.

[61]",1
"2017.

[5]",1
"2017.

[59]",1
"2017.

[57]",1
"2017.

[51]",1
"2017.

[50]",1
"2017.

[4]",1
"2017.

[46]",1
"2017.

[37]",1
"2017.

[36]",1
"2017.

[31]",1
"2017.

[23]",1
"2017.

[21]",1
"2017.

[19]",1
"2017.

[17]",1
"2017.

[16]",1
"2017.

[15]",1
"2017.

[13]",1
"2017.

[12]",1
"2017.

[10]",1
"2017.

94579

[36]",1
"2017.

94488

[30]",1
"2017.

9173

[55]",1
"2017.

6487

[25]",1
"2017.

4550

A",1
"2017.

4339

A",1
"2017.

132

[33]",1
"2017.

102496

ContactDB:",1
"2017-
17020200004.",1
"2017,
Long",1
"2017),",1
"2017
DFF",1
"201611835,",1
"2016.
https://www.iso.org/obp/ui/iso.",1
"2016.
[9]",1
"2016.
[8]",1
"2016.
[7]",1
"2016.
[6]",1
"2016.
[65]",1
"2016.
[63]",1
"2016.
[62]",1
"2016.
[55]",1
"2016.
[54]",1
"2016.
[51]",1
"2016.
[48]",1
"2016.
[45]",1
"2016.
[44]",1
"2016.
[42]",1
"2016.
[41]",1
"2016.
[40]",1
"2016.
[34]",1
"2016.
[30]",1
"2016.
[28]",1
"2016.
[24]",1
"2016.
[20]",1
"2016.
[19]",1
"2016.
[15]",1
"2016.
[14]",1
"2016.
[10]",1
"2016.
7

6627

[54]",1
"2016.
6
[20]",1
"2016.
5
[35]",1
"2016.
5
[20]",1
"2016.
2,",1
"2016.
2
[54]",1
"2016.
2
[42]",1
"2016.
2
[18]",1
"2016.
2

[41]",1
"2016.
2

4688

[38]",1
"2016.
1,",1
"2016.
1
[92]",1
"2016.
1
[28]",1
"2016.
1

[39]",1
"2016.

[9]",1
"2016.

[8]",1
"2016.

[83]",1
"2016.

[82]",1
"2016.

[81]",1
"2016.

[80]",1
"2016.

[6]",1
"2016.

[65]",1
"2016.

[63]",1
"2016.

[56]",1
"2016.

[52]",1
"2016.

[49]",1
"2016.

[41]",1
"2016.

[3]",1
"2016.

[2]",1
"2016.

[29]",1
"2016.

[28]",1
"2016.

[19]",1
"2016.

[17]",1
"2016.

[16]",1
"2016.

[15]",1
"2016.

[14]",1
"2016.

[12]",1
"2016.

[10]",1
"2016.

104489

[62]",1
"2016.

1010862

SelFlow:",1
"2016,
these",1
"2016,
2017,",1
"2016,",1
"2016
to",1
"2015–2017.

[19]",1
"2015.
[9]",1
"2015.
[7]",1
"2015.
[6]",1
"2015.
[56]",1
"2015.
[52]",1
"2015.
[48]",1
"2015.
[47]",1
"2015.
[44]",1
"2015.
[43]",1
"2015.
[41]",1
"2015.
[40]",1
"2015.
[39]",1
"2015.
[37]",1
"2015.
[35]",1
"2015.
[34]",1
"2015.
[33]",1
"2015.
[28]",1
"2015.
[24]",1
"2015.
[23]",1
"2015.
[17]",1
"2015.
[14]",1
"2015.
[11]",1
"2015.
5
[21]",1
"2015.
4

153

[41]",1
"2015.
2,",1
"2015.
2
[72]",1
"2015.
1
[46]",1
"2015.

[8]",1
"2015.

[7]",1
"2015.

[55]",1
"2015.

[50]",1
"2015.

[48]",1
"2015.

[47]",1
"2015.

[45]",1
"2015.

[38]",1
"2015.

[37]",1
"2015.

[29]",1
"2015.

[28]",1
"2015.

[26]",1
"2015.

[20]",1
"2015.

[18]",1
"2015.

[16]",1
"2015.

[15]",1
"2015.

[10]",1
"2015.

Such",1
"2015.

References

[1]",1
"2015.

6718

[31]",1
"2015.

131

[2]",1
"2015.

11116

Pushing",1
"2015.

10174

Efﬁcient",1
"2015
benchmark.",1
"2015
Error",1
"2015

train

test

train

test

train

test

test(Fl)

train

test(Fl)

–
(6.16)
–
(4.03)
(6.05)
(3.89)
(2.92)
(2.88)

(3.66)
(3.78)
(3.17)
–
–
(1.45)
–
(1.64)
(1.35)
(2.02)
(1.71)
(1.78)
–
–
(1.68)

–
10.41
–
7.95
–
7.23
6.18
6.56

6.96
6.85
6.64
3.78
3.54
4.16
–
4.86
4.54
4.39
3.45
2.82
3.34
3.42
3.74

–
(6.81)
(7.91)
(5.95)
(7.09)
(5.52)
3.98
(3.87)

(4.44)
(5.28)
(4.32)
–
–
(2.01)
–
(2.23)
(1.78)
(2.08)
(2.34)
–
–
–
(1.77)

–
11.27
10.22
9.15
–
8.81
7.40
6.57

7.76
8.51
8.36
5.36
5.12
5.74
–
6.09
5.38
5.04
4.60
5.02
4.52
4.57
4.26

11.3
10.43
3.29
3.55
–
–
2.35
1.69

7.52
8.79
8.25
–
–
(1.28)
(1.14)
(1.26)
(1.05)
(1.45)
(1.08)
(1.89)
–
–
(0.76)

9.9
12.4
–
4.2
–
–
3.0
2.2

9.1
–
10.1
3.0
–
1.8
1.7
1.7
1.6
1.7
1.5
2.1
–
1.7
1.5

–
–
–
16.79
–
8.10
–
8.88
–
6.65
–
6.59
8.86%
5.72
7.68%",1
"2015

Without
With

1.97
1.50

2.68
2.41

3.93
1.55

3.10
1.86

Table",1
"2015

Handling

Frame

Rectangle

Superpixel

ALL

NOC

OCC

ALL

NOC

OCC

ALL",1
"2014.
ii,",1
"2014.
[9]",1
"2014.
[8]",1
"2014.
[7]",1
"2014.
[6]",1
"2014.
[62]",1
"2014.
[52]",1
"2014.
[50]",1
"2014.
[45]",1
"2014.
[41]",1
"2014.
[39]",1
"2014.
[36]",1
"2014.
[35]",1
"2014.
[27]",1
"2014.
[26]",1
"2014.
[25]",1
"2014.
[17]",1
"2014.
[16]",1
"2014.
[15]",1
"2014.
[14]",1
"2014.
[13]",1
"2014.
[12]",1
"2014.
[10]",1
"2014.
8
[30]",1
"2014.
7
[44]",1
"2014.
2,",1
"2014.
1
[49]",1
"2014.

[8]",1
"2014.

[76]",1
"2014.

[56]",1
"2014.

[4]",1
"2014.

[42]",1
"2014.

[11]",1
"2014.

133

Self-supervised",1
"2014,
pages",1
"2014),",1
"2014
conference",1
"2013.
[5]",1
"2013.
[52]",1
"2013.
[4]",1
"2013.
[48]",1
"2013.
[47]",1
"2013.
[43]",1
"2013.
[41]",1
"2013.
[37]",1
"2013.
[33]",1
"2013.
[30]",1
"2013.
[24]",1
"2013.
[18]",1
"2013.
[15]",1
"2013.
[14]",1
"2013.
[13]",1
"2013.
3
[33]",1
"2013.
1,",1
"2013.
1
[41]",1
"2013.
1
[12]",1
"2013.

[77]",1
"2013.

[60]",1
"2013.

[59]",1
"2013.

[57]",1
"2013.

[56]",1
"2013.

[37]",1
"2013.

[33]",1
"2013.

[27]",1
"2013.

[26]",1
"2013.

[17]",1
"2013.

[12]",1
"2013.

6719

Unsupervised",1
"2012.
vi
[39]",1
"2012.
[7]",1
"2012.
[71]",1
"2012.
[6]",1
"2012.
[61]",1
"2012.
[5]",1
"2012.
[53]",1
"2012.
[33]",1
"2012.
[2]",1
"2012.
[26]",1
"2012.
[24]",1
"2012.
[16]",1
"2012.
[12]",1
"2012.
6
[59]",1
"2012.
2,",1
"2012.

[61]",1
"2012.

[49]",1
"2012.

[47]",1
"2012.

[43]",1
"2012.

[15]",1
"2012.

[13]",1
"2012.

910861

[45]",1
"2012,",1
"2012
dataset,",1
"2012
and",1
"2012
IEEE",1
"2012

8851

cow

sheep

horse

train

(a)

(b)

(c)

(d)

(e)

(f)

(g)

Figure",1
"2011.
[8]",1
"2011.
[4]",1
"2011.
[49]",1
"2011.
[46]",1
"2011.
[3]",1
"2011.
[36]",1
"2011.
[15]",1
"2011.
[13]",1
"2011.
2
[38]",1
"2011.

[8]",1
"2011.

[67]",1
"2011.

[60]",1
"2011.

[55]",1
"2011.

[54]",1
"2011.

[52]",1
"2011.

[32]",1
2010s,1
"2010.
[6]",1
"2010.
[67]",1
"2010.
[45]",1
"2010.
[42]",1
"2010.
[41]",1
"2010.
[3]",1
"2010.
[37]",1
"2010.
[35]",1
"2010.
[33]",1
"2010.
[26]",1
"2010.
[21]",1
"2010.
[19]",1
"2010.
[10]",1
"2010.
3
[38]",1
"2010.

[9]",1
"2010.

[18]",1
"2010.

[17]",1
"2010.

8649

FilterReg:",1
"2009.
[51]",1
"2009.
[44]",1
"2009.
[32]",1
"2009.
[30]",1
"2009.
[23]",1
"2009.
[22]",1
"2009.
2,",1
"2009.
1,",1
"2009.

[9]",1
"2009.

[85]",1
"2009.

[47]",1
"2009.

[25]",1
"2009.

[19]",1
"2009.

[14]",1
"2009.

[13]",1
2009,1
"2008.
[5]",1
"2008.
[4]",1
"2008.
[46]",1
"2008.
[40]",1
"2008.
[27]",1
"2008.
[11]",1
"2008.
IEEE",1
"2008.
Andrea",1
"2008.
Anchorage,",1
"2008.

[40]",1
2007:,1
"2007.
[6]",1
"2007.
[50]",1
"2007.
[46]",1
"2007.
[42]",1
"2007.
[41]",1
"2007.
[34]",1
"2007.
[30]",1
"2007.
[18]",1
"2007.
IEEE",1
"2007.
ICCV",1
"2007.
CVPR’07.",1
"2007.
1,",1
"2007.
1

[9]",1
"2007.

[44]",1
"2007.

[13]",1
"2006.
[51]",1
"2006.
[40]",1
"2006.
[39]",1
"2006.
[26]",1
"2006.
[22]",1
"2006.
[15]",1
"2006.
[11]",1
"2006.

[16]",1
"2006.

184

Reinforced",1
2006,1
"2005.
[4]",1
"2005.
[47]",1
"2005.
[39]",1
"2005.
[29]",1
"2005.
[20]",1
"2005.
[17]",1
"2005.

[51]",1
"2005.

[27]",1
2005,1
"2004.,",1
"2004.
[6]",1
"2004.
[5]",1
"2004.
[49]",1
"2004.
[41]",1
"2004.
[33]",1
"2004.
[28]",1
"2004.
[19]",1
"2004.
[14]",1
"2004.
CVPR",1
"2004.
1,",1
"2004.

[58]",1
"2004.

[48]",1
"2004.

[34]",1
"2004.

[13]",1
"2004.

114490

Taking",1
"2003.
[68]",1
"2003.
[30]",1
"2003.
[18]",1
"2003.

[51]",1
"2003.

[39]",1
"2003.

[24]",1
"2002.
[36]",1
"2002.
[24]",1
"2002.
[14]",1
"2002.
1,",1
"2002.
1
[42]",1
"2002.

[10]",1
"2001.
[8]",1
"2001.
[10]",1
"2001.

[9]",1
"2001.

[34]",1
"2001.

[13]",1
"2000.
[48]",1
"2000.
[3]",1
"2000.
[33]",1
"2000.
[32]",1
"2000.
[25]",1
"2000.
2
[10]",1
"2000.

4.3.",1
"2000
compression",1
2000,1
"200,000",1
"200
35/1,",1
"20.9

X",1
"20.5%,",1
"20.0

17.0

16.1

18.1",1
20.0,1
"20,
28,",1
"20)

resize

(),",1
"20(sup1):123–124,",1
"20(3):58–70,",1
"20(17):19096–19108,",1
"20(1):82–95,",1
"20(1):61–80,",1
"20
million",1
"20
(the",1
"20

Frame",1
"2.9
26.9",1
2.8GhZ,1
2.773,1
2.71%,1
2.5m,1
"2.5D
visual",1
"2.5),",1
"2.3).

2.1.",1
2.226,1
"2.2),",1
2.138,1
"2.1,",1
"2.1),",1
2.0×,1
2.063,1
"2.0,",1
2.0%,1
"2.0

16.8
14.0

6.9
4.3

19.3

52.1

8.0
7.8
0.5
8.5

12.8
10.0

13.7
10.1

49.0
21.4

40.5

11.6
0.7

24.6
58.6

18.6
17.0

Ours

APCER
BPCER
ACER
EER

1.0

0.0

24.5
12.8
18.7
18.6

3.8

73.2
11.5
48.1
50.2

13.2

12.4
16.0
14.2
13.2

17.0

17.1",1
"2.
The",1
"2.
In",1
"2.
Given",1
"2.
For",1
"2.
Figure",1
"2.
Effect",1
"2.
Deﬁnition",1
"2.
4:",1
"2.

single",1
"2.

also",1
"2.

6881

Figure",1
"2.

4.1.",1
"2-step
training",1
"2-4
show",1
2-(c),1
2-(a),1
"2,500
3m",1
"2,3)",1
"2,3
Chaohui",1
"2,3

Julian",1
"2,000",1
"2,
we",1
"2,
pages",1
"2,
8
[43]",1
"2,
7
[9]",1
"2,
7
[46]",1
"2,
6.1,",1
"2,
6
[55]",1
"2,
6
[27]",1
"2,
5
[40]",1
"2,
3
[34]",1
"2,
3
[20]",1
"2,
3
[16]",1
"2,

∇v",1
"2,

the",1
"2):

Deﬁnition",1
"2).
These",1
"2).
However,",1
"2).

Deﬁnition",1
"2).

3.1.2",1
"2).

10957

3.3.",1
"2),
which",1
"2)
we",1
"2)
The",1
"2)
FeatureMapping",1
"2)
0.332
0.181
2.144",1
"2(d),",1
2(a)),1
"2(5):359–366,",1
"2(3):283–310,",1
"2(3),",1
"2(2):420–427,",1
"2(1):51–76,",1
"2(1):351–362,",1
"2%
is",1
"2
jointM",1
"2
is",1
"2
illustrates",1
"2
if",1
"2
and",1
"2
[cm].",1
"2
[79]",1
"2
[78]",1
"2
[76]",1
"2
[75]",1
"2
[74]",1
"2
[72]",1
"2
[70]",1
"2
[65]",1
"2
[63]",1
"2
[38]",1
"2
Umut",1
"2
KF",1
"2
0.349
0.190",1
"2
(GcGAN),",1
"2
(D))",1
"2

t",1
"2

sium",1
"2

max

X,Y

subject",1
"2

if",1
"2

https://posetrack.net/

[2]",1
"2

and
In

[14]",1
"2

[46]",1
"2

[42]",1
"2

[27]",1
"2

[23]",1
"2

[14]",1
"2

Video
Frame",1
"2

References

[1]",1
"2

Obj-Single

Obj-Pair

Location",1
"2

MPI",1
"2

Living1",1
"2

L

e

a",1
"2

In

[29]",1
"2

In",1
"2

E

σ

part

shapes

σ

(a(x))

i

a(x)

σ",1
"2

94628

Estimating",1
"2

92345

[33]",1
"2

8922

[31]",1
"2

8903

[38]",1
"2

8718

[55]",1
"2

8689

Incremental",1
"2

8688

[34]",1
"2

4470

Path-Invariant",1
"2

4468

[33]",1
"2

4410

A",1
"2

333

A",1
"2

194

Geometry-Consistent",1
"2

154

SDRSAC:",1
"2

11094

Probabilistic",1
"2

10995

Occupancy",1
"2

10963

[58]",1
"2

(14)

if",1
"1

f",1
"1⊤

n

P",1
"1⊤

n",1
1−(cid:16),1
"1–8,
2007.",1
"1–6,",1
"1–38,",1
"1–16,",1
"1–14,",1
"1–12,",1
"1–11,",1
1–10.,1
"1–1,",1
1}n×n,1
"1}W×H}T

t=1",1
"1}

7:",1
"1}

(1)

the",1
"1x1
#params",1
"1px.
The",1
"1e-5
(same",1
"1e-3,",1
1e-3,1
1e-2,1
"1e-
4,",1
1d).,1
1a).,1
"1]

(2)

We",1
"1R01HL141813-
01,",1
"1K
Challenge",1
"1:2
down-sampling",1
"1:167–200,",1
"1:1.
[3]",1
"1:
given",1
"1:
The",1
"1:

p(dt+1",1
"1:

See",1
19–26.,1
"19].
In",1
"19]
where",1
"199–208.
IEEE,",1
"199–207.
IEEE,",1
"1999.
´Alvaro",1
"1999.
[66]",1
"1999.
[17]",1
"1999.
6

[41]",1
"1999.
1
[15]",1
"1999.

[74]",1
"1998.
[4]",1
"1998.
[41]",1
"1998.

[14]",1
"1997.
[38]",1
"1997.
[26]",1
"1997.
[21]",1
"1996.
[6]",1
"1996.
[24]",1
"1996.
[15]",1
"1996.
[12]",1
"1996.
[11]",1
"1996.

[4]",1
"1996.

[3]",1
"1996.

[35]",1
"1996.

In

[19]",1
"1995.
[48]",1
"1995.
[40]",1
"1994.
[17]",1
"1994.

[70]",1
"1994.

[6]",1
"1994.

[11]",1
"1994.

104580

2337

2338

2339

2340

Label

Ground",1
1994.,1
"1993.
[31]",1
"1993.
3
[67]",1
"1993.

[15]",1
"1992.
[9]",1
"1992.
[50]",1
"1992.

[8]",1
"1991.
[4]",1
"1991.
[38]",1
"1991.
4

[9]",1
"1991.

[5]",1
1991.,1
"1990’s
[14].",1
"1990.

[11]",1
"1989.
[28]",1
"1989.
[26]",1
"1989.
[25]",1
"1988.
[18]",1
"1987.
[33]",1
"1987.
[18]",1
"1987.

[5]",1
"1986.

[17]",1
"1985.

[14]",1
"1984–1992,
2015.
[56]",1
"1984.
[24]",1
1984.,1
"1983.

[57]",1
"1982.
1
[7]",1
"1981.
[23]",1
"1981.
[14]",1
"1981.

[20]",1
"1980.

[41]",1
1979–1986.,1
"1979.

[46]",1
"1978.

[21]",1
1977.,1
"1976.
[30]",1
1976.,1
"1975.
[28]",1
"1974.

[2]",1
1973.,1
1972.,1
"1967.

[69]",1
"1964.

[19]",1
1964.,1
1963.,1
"1958.
[40]",1
"1957.

[53]",1
1957.,1
1950.,1
"1949.
5
[35]",1
1941–1947.,1
"194,400",1
"193–198,",1
1939–1946.,1
"1923.
[34]",1
192.,1
19.9.,1
19.68,1
19.3%,1
19.11,1
"19(4):246–278,",1
"19(3):80–91,",1
"19(2):129–147,
1982.",1
"19(1):52–61,",1
"19(1):185–198,
2010.",1
"19
[13]",1
"18].

Figure",1
"18].

2.2.",1
18]),1
"18ZXZNGX00110).

8561

References

[1]",1
189–198.,1
"1893–1902,",1
1875.,1
1860–1868.,1
"1860–1868,",1
"185(1):111–119,",1
1839332,1
"1815

3We",1
"1807.01622,",1
"18.5
17.0",1
"18.2

79.0",1
18.0%,1
"18,
25,",1
"18),",1
"18(3):249–275,",1
"18(1):4704–4734,",1
"18
or",1
17–30.,1
17th,1
"17].
In",1
"17].

base

6.1.",1
"17],
video-based",1
"17],
that",1
"17]
and",1
"1792–1799.
IEEE,",1
"1790–1798,",1
"177–186,",1
17705,1
"174:95–113,",1
"1741–1750,",1
"173–180.
IEEE,",1
"173–176,",1
"1711–1720,",1
"1711,
2017.
[5]",1
170K,1
"1702.08675,",1
"17.7

23.1
11.6
7.5
8.3

22.2
16.7
16.1
16.3

Auxiliary",1
17.5%,1
"17,
41,",1
17).,1
"17),
and",1
"17)

Mannequin
(12",1
"17(2):157–170,",1
"17(1-3):185–203,",1
"17%.
In",1
"17
[51]",1
"17
[27]",1
"16–21,
2012.",1
"16×16×20)

reshape

batch",1
"16×16×20)

TRU

(

#

$(&)

(),",1
"16th,",1
16th,1
"16].

2.",1
"16]
SimGAN",1
16GB,1
"16:9,",1
"16881
shapes",1
"167–182,",1
167–174.,1
1676–1676.,1
"164–
171,",1
"1644–1653,",1
163–169.,1
"1625–1632,",1
"1618–1627,",1
"1617234,",1
160×120,1
"1608.04236,",1
1600,1
"160,",1
"160)

Paperglasses
(122",1
"160(1):303–320,",1
"16.64/41.40/16.4%
9.30/26.41/39.1%
19.53/62.30/14.1%

D

P

R

PoseCNN
IC-PoseCNN
Cascaded-PoseCNN

5.18/4.60
5.14/4.56
5.24/4.68

10.43/9.20
10.40/9.13
10.43/9.21

20.08/17.74
19.80/17.31
20.32/17.30

3.91/10.51/69.8%
3.93/10.49/70.1%
3.90/10.50/70.0%

7.89/21.10/34.7%
7.90/21.01/34.8%
7.90/21.11/34.6%

15.34/40.54/11.0%
15.31/40.51/11.1%
15.32/40.60/10.8%

L

a
e

r

n

i

g
n

O

p

i
t

m

No",1
"16.3
86.7",1
16.04.,1
"16,16,20)

(),",1
"16,
and",1
"16),",1
"16(6):959–966,",1
"16(4):504–522,",1
"16(1):2859–2900,",1
"16(1):132–141,",1
"16
provides",1
"16
[57]",1
"16
[38]",1
"16
[10]",1
"16

Ofﬁce1",1
"15–29,",1
"15–17,",1
"15–
29.",1
15th,1
"15].
Thus,",1
"15].

For",1
"15]
and",1
"15:59–76,",1
"15:1929–1958,",1
"1597–1604,",1
"1592–1599,",1
"1563–1572,",1
"1532–1543,",1
153.,1
"152–164,",1
"1520–1530,",1
"1512.03012,",1
"150,
200",1
"150
images",1
"15.6

95.9",1
15.3%,1
"15,208
plants.",1
"15,208",1
"15,
33,",1
"15,
27,",1
"15,
16
[28]",1
15).,1
"15(5):783–792,",1
"15(3):419,",1
"15(1):29,",1
"15
different",1
"14].
In",1
14].,1
"14],

1",1
"14]
have",1
1482–1489.,1
1481–1491.,1
"1473–1482,",1
"1471–1479,",1
"145–158.
Springer,",1
"1456–1465,",1
"1433,",1
1426–1433.,1
14210717,1
14208815,1
"141M
#params",1
"1412–1421,",1
"1404–1412,",1
"1402–
1409.",1
"14.5
24.5",1
"14.19%,",1
"14).
For",1
"14(5):597–603,",1
"14(3):249–270,",1
"14(2):239–256,",1
13–33.,1
"13].
In",1
"13],
which",1
"1385–1393,",1
"1381–
1388,",1
135mm,1
"1329–1332,",1
"1324–
1332,",1
"13.945
1.639",1
13.77mm,1
"13.33mm.

We",1
"13,758",1
"13(6):47–
60,",1
"13(4):600–612,",1
"13(11):2691–2706,",1
12]:,1
"12].
In",1
"12],
musical",1
"12],",1
"12Hz
Camera",1
"12:2825–2830,
2011.

[39]",1
"129,600",1
"128×128.

4.2.",1
128×128,1
"1283

also",1
1283,1
"128.
CUB-200-2011",1
"128.

Dogs",1
"128.

4.1.",1
128.,1
128-dimensional,1
"128
and",1
127–136.,1
"127–
136,",1
1273,1
"127)

Partial",1
"1269–1277,",1
"1263–1272,",1
1250,1
1246–1251.,1
124.,1
"123(3):454–478,",1
"121(2):226–231,",1
"120,",1
"12.9
38.3",1
12.62mm(ours,1
12.39mm(ours,1
12.31mm,1
"12.2

18.6

11.9

29.3

13.4

23.0

9.6

21.5

22.6

16.8
8.5
8.8

16.6",1
"12),",1
"12(21):62–66,",1
"12(10):527–545,",1
"12(1):97–136,
1980.",1
"12%,",1
"12
and",1
"11–20,
2016.
[28]",1
"11–20,",1
"11–13,",1
11×11,1
"11].
This",1
"11],
and",1
"11],",1
119–126.,1
"1191–
1200.",1
119.4*,1
"119(1):46–59,",1
"119(1):23–45,",1
"118,",1
"118)

Half",1
"118
(Statistical",1
"117–
126,",1
1177,1
115–141.,1
115–128.,1
"112–121,
2000.
[22]",1
"1109–1117,",1
"1108–1115,",1
"1106–1114,",1
"110(3):259–274,",1
"110(2):128–140,
2014.",1
"110(1):2–
13,",1
11.97m,1
11.8%,1
"11.7%).

1.",1
11.7%,1
"11.7
88.6",1
"11.5%),",1
11.2%,1
"11.160
9.561

8.981
9.143
7.866
9.825
9.053

1.422",1
"11.1
16.1",1
11.060,1
"11(5):876–881,",1
"11(3):211–252,",1
"11(2):431–441,",1
"11(1):5–25,",1
10✁6,1
10✁5,1
"10−8

ℓ",1
"10−3
learning",1
10−1,1
10–15,1
"10–
15",1
"10s
clips.",1
"10ms,",1
10mm,1
"10k
identities.",1
"10cm,",1
10cm,1
"10b).

Temporal",1
"10a).

Incomplete",1
10]-inspired,1
10]).,1
"10]
on",1
109–122.,1
1098,1
"1096–1104,",1
"1096
and",1
"1091–1100,",1
108–124.,1
"108–117,",1
"1080P
HD",1
1080P,1
"108-2634-F-007-009,",1
"108-2634-F-002-004.

8853

References

[1]",1
"108,077",1
"1074,
Cezanne:",1
"105–
122,",1
"104(2):154–171,",1
"103–119,",1
103.,1
"102–118,",1
"1024×576).
Simply",1
"10242
resolution.

B

e
c
r

u

o

S

Source",1
"1024-
dim",1
"1021–1030,",1
"1016–1024,",1
"100–108,
2018.",1
"100–108,",1
100×100,1
"100].

(iii)",1
"100]
points",1
10000,1
"1000
samples",1
"100,",1
100).,1
"100(2):190–202,",1
"100%,",1
"100%
.201
.197
.195
.412
.436
.445
.202
.197
.196
.408
.432
.440
.201
.196
.195
.415
.440
.448
.201
.196
.195
.417
.442
.451
.121
.100
.094
.541
.580
.592
.122
.100
.094
.539
.579
.592
.120
.098
.092
.543
.583
.595
.120
.097
.090
.545
.587
.600

Table",1
"100
random",1
"100
object",1
"100
N

N

Xi=1

Ci",1
"100

Photo

Figure",1
10.9%,1
"10.867

8.974

7.728
7.083
8.312
6.887
7.442

7.490

6.026
6.059
5.484
6.413
5.688

5.934

Table",1
"10.555
8.053
1.002
7.762
10.222
1.784
9.760
12.555
1.321",1
10.5%,1
10.176,1
10.059,1
"10.0
in",1
10.0,1
"10.
In",1
"10.
ACM,",1
"10.

|V",1
"10-
Clips",1
"10,800",1
"10,
our",1
"10,
chapter",1
"10,
11,",1
"10).
The",1
"10(b).

5.",1
"10(a),",1
"10(11):22–22,",1
"10%
preﬁx",1
"10%

and",1
"10

We",1
1/pixel,1
1/dmax,1
1/d4,1
"1/c
as",1
1/SC,1
"1/4,",1
"1/4
spatial",1
"1/2,",1
1.96%,1
1.922,1
"1.9
points",1
1.8%,1
1.65).,1
"1.6,",1
1.5],1
1.58%.,1
1.5%,1
"1.5
times",1
"1.4].
Dropout",1
"1.473
table
12.230",1
1.3%,1
"1.253
Baseline",1
"1.252
Ours",1
1.252,1
1.25,1
1.1.,1
1.0002(J,1
"1.0/0.5.

4.",1
"1.0,",1
"1.0
ground-truth",1
"1.
•",1
"1.
While",1
"1.
To",1
"1.
Our",1
"1.
Notably,",1
"1.
Moreover,",1
"1.
In",1
"1.
Finally,",1
"1.
During",1
"1.
Deﬁnition",1
"1.
CPD",1
"1.
4",1
"1.
3:",1
"1.

Voxel",1
"1.

Table",1
"1.

References

[1]",1
"1.

Predicting",1
"1.

Method
LDR→HDR
LDR+D→HDR
HDR+D→HDR

ℓ2(log)

ℓ2

0.202
0.188
0.131

0.280
0.269
0.212

diffuse
0.772
0.761
0.619

Table",1
"1.

In",1
"1.

Algorithm",1
"1.

4.1.",1
"1.

2.",1
"1.

(a)

(b)

(a)",1
"1.

(4)

While",1
1-channel,1
"1-8),",1
1-3:,1
1-10,1
"1-
3.",1
"1-
2",1
"1,875
2m",1
"1,871
short",1
"1,871",1
"1,608",1
"1,341,990",1
"1,2

Ofﬁce1",1
"1,024",1
"1,000)
126.6
0.0–197.3
124.2
0.0–196.2
121.0
0.0–196.3
121.5
0.0–194.1
114.0
0.0–196.3
108.1
0.0–195.4

0.32
0.32
0.30
0.30
0.36
0.31

0.46
0.46
0.47
0.49
0.49
0.56

Table",1
"1,000
sets",1
"1,
our",1
"1,
and",1
"1,
5",1
"1,
4
[45]",1
"1,
3
[49]",1
"1,
3
[15]",1
"1,
2
[53]",1
"1,
2
[19]",1
"1,
2

[53]",1
"1,
2

[42]",1
"1,
2

[2]",1
"1,

(3)

where",1
"1,

(11)

where",1
"1)}.

The",1
1)how,1
